501,24232
92,47092
671,26083
680,35183
192,34647
759,20674
627,37124
315,43853
755,32350
109,34437
877,22907
131,44785
429,20567
356,44460
606,20723
329,26674
983,47053
831,22730
52,36515
44,23273
951,24389
340,43468
150,32836
180,32645
83,21042
857,49506
350,36517
126,31174
683,36401
132,37114
805,22526
640,41956
136,26523
381,42439
129,39908
284,25810
589,40727
341,37244
278,34577
55,35237
684,21702
188,45709
704,41267
595,38659
541,39016
93,24386
602,23251
984,47376
84,44419
830,49645
438,29225
604,44324
609,26798
855,31248
206,35585
910,35174
701,32046
876,34010
152,25301
981,27421
682,48946
148,24686
91,33638
556,38023
74,28775
17,32603
651,45406
901,32899
688,26626
336,35957
615,29478
553,40707
308,25647
490,41628
452,34149
565,41427
306,27989
428,22657
216,22195
784,41602
843,45593
28,27834
973,43018
647,27865
387,34384
797,31987
207,46568
424,26770
316,27644
108,40088
829,35472
880,30431
12,49204
717,43788
735,33794
970,46573
380,25277
969,29626
510,45658
555,39616
62,47654
214,41381
648,29666
963,22516
982,42475
56,28274
19,21652
451,47036
710,38681
957,23945
732,42528
379,35131
302,40228
462,40100
768,25591
486,38673
936,42386
618,47126
895,41806
788,22678
240,26853
447,34445
279,35442
625,32154
470,38785
273,33088
938,40544
600,42467
127,33907
658,41730
576,45092
580,43329
920,25959
151,41166
649,34276
463,40303
209,29438
97,36900
53,43656
146,36354
347,23648
382,31776
492,48802
979,20153
729,42550
949,46852
185,36000
780,47678
34,38778
547,30334
616,42988
75,31656
398,43462
955,35322
401,34258
235,37579
924,23005
95,29670
568,45233
566,20142
567,39293
67,31131
352,23577
468,45632
779,27610
753,39538
653,25946
321,27410
37,44627
346,25363
241,44945
290,42471
159,40459
617,45013
883,34150
660,46817
574,28875
666,28397
869,32081
1,28032
865,46925
407,35947
838,25682
333,40725
96,28749
822,41972
327,30565
268,43443
721,46261
644,34878
138,30572
792,29257
61,40482
746,41102
328,43992
738,48935
546,27332
60,27666
767,20278
171,29163
588,30035
848,29254
310,38132
265,46027
578,38143
673,29221
274,37073
725,32010
656,26032
183,37946
879,43265
423,44905
890,38140
711,36380
49,26267
995,39592
163,36730
637,35158
466,33581
994,41916
267,36377
789,44850
122,32983
928,24433
442,20363
300,30444
117,29870
531,26189
724,31547
782,35158
344,46004
251,49323
86,24212
54,49080
195,45355
355,43518
687,45667
68,31057
569,43501
33,24165
696,46325
186,36338
769,20697
650,36752
384,21991
164,30708
927,31266
224,40874
551,39961
498,47515
504,31312
675,45275
294,41871
665,31038
368,30838
622,21261
756,21548
168,25559
139,34543
914,44328
114,25658
391,31820
871,46297
681,45757
121,32840
165,36392
218,28592
765,46929
508,39288
8,40856
331,24436
376,33359
992,27538
526,48567
472,41041
402,40463
532,38245
496,30618
314,47496
872,38127
448,33164
458,40941
416,47492
250,37104
874,41890
998,49897
400,47000
926,30681
667,24498
363,43831
73,30126
543,34593
116,25441
962,23268
774,39966
419,33418
477,30841
900,28608
813,35522
440,22343
783,36414
925,45839
293,44599
577,36207
837,41739
140,23604
853,24428
158,44367
313,40828
544,27361
917,27658
548,28962
791,30187
720,26524
916,41166
795,36455
709,34453
85,34162
864,46822
275,33309
157,41777
115,47551
282,22696
908,43882
396,37388
409,49738
176,23681
471,47975
475,27993
182,25397
740,43117
887,41470
111,36683
545,45509
898,29223
561,43052
255,25954
923,20943
51,27080
571,44283
422,45238
375,46410
430,30315
369,45231
160,49617
800,32684
786,48764
443,32451
445,31612
884,28982
13,43904
234,43899
657,26894
699,30452
891,28727
425,20888
225,49081
678,41072
875,47627
426,27106
21,30247
534,21001
817,22312
172,46449
247,21268
184,40440
32,49754
815,47493
494,41521
18,44714
349,28235
706,25449
253,48265
219,47904
676,25942
621,31078
476,26624
858,47039
252,35080
495,38766
358,24082
189,30704
579,41986
986,20306
907,41910
519,36646
591,30307
590,33952
43,33461
107,48196
903,46735
652,33286
334,37049
500,35840
90,26733
505,40515
944,34368
886,33330
754,22561
2,48150
897,28595
203,31087
264,42595
960,31782
560,32340
624,23387
633,49344
554,49762
35,44627
335,34355
377,47043
690,20750
80,46596
525,47316
296,40625
645,46722
295,36007
760,27509
572,32516
733,42790
271,38228
536,34412
493,49660
987,45237
669,44731
968,36841
937,47933
899,46925
173,28865
664,25097
324,39941
421,25183
631,41520
773,43148
737,40731
242,20073
941,43650
978,49041
245,29386
860,22910
770,44557
118,38175
69,31081
764,27198
516,22973
583,23935
623,37449
373,20397
7,28543
752,20803
326,36359
835,32929
254,46188
834,29592
750,48315
457,49046
456,49854
459,22510
263,31703
353,29553
821,46195
40,46326
679,23540
432,22758
154,30602
433,38710
563,20585
360,45895
15,30161
388,47994
582,31947
785,25652
110,26197
734,35282
70,20539
431,37589
748,45160
359,38452
450,47863
931,33041
714,22781
742,30658
399,48226
64,44647
444,49021
178,25921
922,43643
229,30671
307,34757
703,42243
722,41224
210,42867
366,28186
297,41153
751,39616
357,21288
348,21772
78,46418
212,36127
441,48235
198,38451
613,31280
814,35617
125,29904
823,44352
484,39265
1000,28557
524,41077
473,27080
999,32412
575,27809
370,40797
318,34940
952,44385
807,24821
243,30912
685,49733
905,23042
713,37627
289,20196
453,31032
71,45315
698,36017
947,43466
918,23529
775,37352
46,43622
239,46639
410,21077
272,34236
100,47981
197,49095
257,38408
873,27068
177,40185
517,45522
137,21235
806,44214
167,25163
993,38732
697,49184
170,39707
612,47785
339,41604
285,48885
594,30892
320,26940
515,24807
403,47406
801,49223
414,31249
204,24954
540,31117
208,22857
371,42238
487,39118
630,46093
81,20763
420,45939
961,42711
889,30369
826,30806
820,47162
514,26849
635,28986
63,45352
389,44387
489,29613
145,44817
518,31857
559,46305
677,32974
549,39190
691,41375
530,33809
723,45014
812,37959
155,30459
584,31693
465,43026
102,23052
762,43714
332,30004
41,29370
112,35200
867,49486
930,28190
758,28153
89,38678
244,31140
909,36457
461,21255
483,29821
166,49108
485,46696
778,23749
946,25390
743,23325
367,31260
570,30924
98,40802
143,38804
863,25537
213,36196
663,31479
29,23789
692,38490
904,27899
997,30998
191,45325
958,46589
76,40864
967,42373
397,33837
65,36431
200,46706
921,29601
411,22394
4,26941
497,25101
220,44287
39,39409
130,23712
601,26807
557,48328
777,31067
739,44279
808,33593
537,35874
174,35899
802,32561
562,40426
169,29679
870,23675
390,40768
592,33778
661,37822
693,47355
480,27740
25,34619
628,31120
230,40538
793,43402
598,45884
990,35464
581,40987
175,24498
638,36333
30,26015
103,38431
436,20851
761,34408
72,40451
639,35666
16,43556
850,32457
597,48967
885,38380
385,46706
608,36265
757,47027
270,33015
634,34434
991,21466
6,25849
842,23393
945,40773
888,37885
611,29594
205,32673
896,40329
950,28380
980,22667
629,39923
942,46446
932,40735
976,33790
894,22196
892,44985
659,25084
953,22022
276,30406
626,26107
372,20406
975,25575
59,36108
728,31194
128,46805
258,46813
393,21587
222,31161
